stop_id,stop_name,zone_id,stop_lat,stop_lon,stop_desc
PFZOXkgM,Bdl Quarters Dathu Nagar,Bdl Quarters Dathu Nagar,17.331308133996906,78.50882112979889,BDL
GsFFGRJK,Nallagandla,Nallagandla,17.477248324886258,78.30654367964536,NALLAGANDLA twd THOTA
AuWxhbS1,Indira Nagar,Indira Nagar,17.471801,78.293052,INDIRA NAGAR twd Kollur
NAIZwtcD,Tellapur,Tellapur,17.470169084284382,78.2882201505367,TELLAPUR twd Kollur
WsADLBt1,Secratariate Colony,Secratariate Colony,17.394047171586063,78.38610738515855,SECRATARIATE COLONY twd Mehdipatnam
YV0IkVne,Shaikpet,Shaikpet,17.402869,78.399996,SHAIKPET twd Mehdipatnam
SmaC7fdk,Patny,Patny,17.443886444167788,78.49568903446199,PATNY twd JBS
dssPVYra,Quthubullapur X Road,Quthubullapur X Road,17.507785241794494,78.46013367176057,QUTHBULLAPUR XROAD twd Suchitra
Xqkhjw0x,"Kamla Nagar, As Rao Nagar","Kamla Nagar, As Rao Nagar",17.476488471843023,78.5672477032096,KAMALA NAGAR twd Secunderabad
HoRobIMT,Radhika,Radhika,17.4775665332384,78.5622853176606,RADHIKA twd Neredmet
8mZGZKMp,As Rao Nagar,As Rao Nagar,17.479988371593716,78.5567950726057,AS RAO Nagar twd Neredmet
oKJFIugE,Sharada Theater,Sharada Theater,17.481318757267374,78.55454485059485,SHARADA twd Secunderabad
w8jlcm2R,Sainikpuri,Sainikpuri,17.48318465,78.55027903,SAINIKPURI X RD twd Secunderabad
dSgF5GDb,Vayupuri Sainikpuri,Vayupuri Sainikpuri,17.483511151602737,78.54582220315935,VAYUPURI twd Secunderabad
PiahiKNj,Neredmet X Road,Neredmet X Road,17.48202477310724,78.53713050484657,NEREDMET X Road twd JBS
HbreG1P7,Vajpayee Nagar,Vajpayee Nagar,17.478,78.538,VAJPAI NAGAR twd Secunderabad
JaXHIWr9,Neredmet,Neredmet,17.473,78.539,NEREDMET OLD PS BUS STOP twd Secunderabad
91kBLvvt,Krupa Complex Bus Stop Hyd_D,Krupa Complex Bus Stop Hyd_D,17.4648425971662,78.53864695876831,KRUPA COMPLEX twd Secunderabad
BD7NumeW,Safilguda,Safilguda,17.460528489649786,78.53555202484131,SAFLIGUDA twd Secunderabad
f3mBR7UP,Anand Bagh X Roads,Anand Bagh X Roads,17.45847646796099,78.53662892763785,ANANDBAGH twd Secunderabad
sU5dcE6i,Rk Nagar,Rk Nagar,17.45527300913747,78.53555470658358,RK NAGAR twd Secunderabad
DlGelL20,Vani Nagar Malkajgiri,Vani Nagar Malkajgiri,17.452121941048713,78.53351622759159,VANI NAGAR twd Secunderabad
RecmZAiC,Anutex,Anutex,17.450337214248695,78.53310853202379,ANUTEX twd Secunderabad
mahJaGvl,Malkajgiri,Malkajgiri,17.44998531287521,78.53605789865436,MALKAJGIRI twd Secunderabad
6lo7BLrf,Sairam Theatre Malkajgiri,Sairam Theatre Malkajgiri,17.44607169273487,78.5356029888352,SAI RAM Theatre twd Secunderabad
jXn7opYu,Mirjalguda,Mirjalguda,17.4420789226739,78.5321885347366,MIRJALGUDA twd Seunderabad
L5pqF6u5,Aykar Bhavan,Aykar Bhavan,17.40128433641055,78.47387707762825,AYKAR Bhavan twd Hyderguda
LuYKlMYO,Bio Diversity,Bio Diversity,17.429606,78.374823,BIO DIVERSITY Complex twd Hitech city
Iu99uRam,Mind Space Centre,Mind Space Centre,17.441880268699812,78.37711133564734,RAIDURGAM METRO STATION twd JNTU
ZCaPA2qa,Tcs Deccan Park,Tcs Deccan Park,17.4463122257385,78.37737679767666,TCS DECCAN PARK twd JNTU
SdH39K9v,Cyber Gateway,Cyber Gateway,17.447384586072754,78.37801518233891,CYBER GATEWAY twd JNTU
5dtFSqm8,Hitech City,Hitech City,17.452089934630955,78.38144436276357,HITECH City twd JNTU
NW82gWib,Chandranaik Thanda,Chandranaik Thanda,17.46644975236609,78.3858369526104,CHANDRANAIK THANDA twd JNTU
5VNDEERp,Kphb 4Th Phase,Kphb 4Th Phase,17.473316,78.387581,KPHB Fourth Phase twd JNTU
uJLcn4ex,Forum Mall,Forum Mall,17.484002347897878,78.38969349772697,FORUM MALL twd JNTU
AfJsC7EZ,Kphb Colony,Kphb Colony,17.487624796295755,78.39127864691491,KPHB COLONY MIG twd JNTU
vWcb41Po,Jntu,Jntu,17.49465219853281,78.39452147587883,JNTU twd RGIA
ylD4PnpR,Kphb Colony,Kphb Colony,17.487399792295292,78.3914563594773,KPHB COLONY MIG twd Cyber Towers
ssSukcjp,Forum Mall,Forum Mall,17.483600692088107,78.3898115158081,FORUM Mall twd Gachibowli
5nt9SGLm,Kphb 4Th Phase,Kphb 4Th Phase,17.473173,78.387857,KPHB Fourth Phase twd Hitech City
otPERE6r,Chandranaik Thanda,Chandranaik Thanda,17.466497659700867,78.38593840832435,CHANDRANAIK THANDA twd Hitech City
92l2TILC,Hitech City,Hitech City,17.450868,78.380396,CYBER TOWERS twd RGIA
rix52axq,Tcs Deccan Park,Tcs Deccan Park,17.44630199004216,78.37762355851268,TCS Deccan Park twd Biodiversity
CAUwEprs,Mind Space Centre,Mind Space Centre,17.44180064392588,78.37724201282508,MIND SPACE twd RGIA
3AYvEzxc,Annamacharya College,Annamacharya College,17.303444,78.734889,ANNAMACHARYA College twd MGBS
xVl5TveO,Mount Opera,Mount Opera,17.306361,78.719611,MOUNT Opera twd MGBS
78WnlJ1a,Lingampally,Lingampally,17.49520733476956,78.31726010294108,LINGAMPALLY twd Koti
rhC1eEb8,Chinna Kondur,Chinna Kondur,17.299278,78.900798,CHINNA KODUR twd Valigonda
jD2Q10Nc,Peddakodur Kalan,Peddakodur Kalan,17.317341,78.903445,PEDDA KODURU twd Valigonda
AzuDsLCp,Nakkalagudem,Nakkalagudem,17.341927,78.917149,NAKKALAGUDEM twd Valigonda
pPUCIACA,Thummalaguda,Thummalaguda,17.332,79.053,THUMMALGUDA twd Dsnr
r9vV0q0c,Sangam,Sangam,17.361322908087228,78.9315319241761,SANGAM twd Dilsukhnagar
EEVgKBV9,Verkatpalle,Verkatpalle,17.345,78.943,VARKATPALLY
XiSQV35g,Nemili Kalawa Valigonda,Nemili Kalawa Valigonda,17.343,79.01,NEMILIKALUVA
hNXSsoVC,Gokaram X Road,Gokaram X Road,17.333691916094992,78.99753570591716,GOKARAM X ROAD twd Hyderabad
3sZ6V9Rr,Nagaram -Valigonda,Nagaram -Valigonda,17.356680340374226,79.029140173611,NAGARAM Twd Bhuvnagiri
NwBvo5j5,Valigonda,Valigonda,17.37892086440061,79.01767903753928,VALIGONDA Bus Station
19BWVxTi,Gokaram,Gokaram,17.333693140559244,78.99746402900058,GOKARAM X RD twd Choutuppal
zeSxijPl,Verkatpalle,Verkatpalle,17.345,78.943,VARKATPALLY twd Dsnr
KIWkTW9j,Nakkalagudem,Nakkalagudem,17.34191,78.917177,NAKKALAGUDEM twd Choutuppal
1HnhDCTx,Peddakodur Kalan,Peddakodur Kalan,17.317421,78.903534,PEDDA KODURU twd Choutuppal
DeBjbZNi,Chinna Kondur,Chinna Kondur,17.299286,78.900862,CHINNA KODURU twd Choutuppal
HJpF0xl0,Devalamma Nagaram,Devalamma Nagaram,17.243761477620595,78.8456314795156,DEVALAMMANAGARAM twd Allapuram
6Rp2NGAM,Peepal Pahad,Peepal Pahad,17.222032293348327,78.84791136094827,PIPALPAHAD twd Allapuram
HEeSo7v7,Allapur-Choutuppal,Allapur-Choutuppal,17.213167726165405,78.83082032203676,ALLAPURAM twd Koyyalagudem
D1nNtrAD,Peepal Pahad,Peepal Pahad,17.222080118608577,78.84802092896443,PIPALPAHAD twd Koyyalagudem
CGbmEMkU,Devalamma Nagaram,Devalamma Nagaram,17.2438,78.8455,DEVALAMMANAGARAM twd Koyyalagudem
ojQQq2wV,Deepthi Sri Nagar,Deepthi Sri Nagar,17.494731,78.345525,DEEPTHI SRI NAGAR twd Patancheruvu
ntOKtwRo,Panthangi Toll,Panthangi Toll,17.233045164001,78.96043199370501,PANTHANGI Tollplaza twd Vijayawada
Z5mcNXJA,Gundram Palle,Gundram Palle,17.2329737595863,78.9854506775737,GUNDRAMPALLY twd Nalgonda
yRZ7F7Sl,Veliminedu-Chityala-Nlg,Veliminedu-Chityala-Nlg,17.2340222762381,79.0217861463554,VELMINEDU
rpL096Mw,Pedakaparthy,Pedakaparthy,17.229917827908,79.07379426062099,PEDAKAPARTHY twd Nalgonda
tC4RoDMy,Chityala Bs,Chityala Bs,17.232669153906738,79.12402868374932,CHITYALA Bus Station
1AFiZJ3D,Gundram Palle,Gundram Palle,17.2326397646939,78.98554019629951,GUNDRAMPALLY twd Hyderabad
3zPEGFtc,Gar Kokapet,Gar Kokapet,17.404839295020555,78.33023429502568,GAR KOKAPET twd Gachibowli
oXG70ClK,Govt Junior College-Bhel,Govt Junior College-Bhel,17.492708008321095,78.31038057819453,GOVT Jr College twd OldMig
VA0p9S8A,Water Tank Twd Oldmig,Water Tank Twd Oldmig,17.484005644,78.298088696,WATER Tank twd OldMig
DPSbFdXy,Mig-Bhel,Mig-Bhel,17.483241215278767,78.2965765845519,OLD MIG
V6gxUufu,Annamayya Enclave,Annamayya Enclave,17.4841,78.2825,ANNAMAYYA Enclave
rmajg1kR,Wipro,Wipro,17.43828757900777,78.34828017461857,WIPRO twd Secretariat colony
mJ3iRsIA,Tngos Colony,Tngos Colony,17.442830911725263,78.33324507026656,TNGO COLONY twd Secretariat colony
XDVkUM5o,Tngos Colony,Tngos Colony,17.442942421935946,78.33326992514155,TNGO COLONY twd Wipro
KJ7kkzLn,Wipro,Wipro,17.438323841255436,78.34798962080094,WIPRO twd IIIT
nGw9kaof,Rk Puram,Rk Puram,17.4765277743449,78.5260549321451,RK PURAM twd Ecil
AuBlETTZ,Canara Nagar,Canara Nagar,17.40729559389106,78.59486907569664,CANARA NAGAR twd Pochampally
CTjY9Jsi,Chengicherla X Rd,Chengicherla X Rd,17.411473723772335,78.60709995031358,CHENGICHERLA X ROAD  twd Ghatkesar
XspCmUCQ,Cpri,Cpri,17.41310847657584,78.61496418714525,CPRI twd Ghatkesar
b0gFkFAa,Narapally,Narapally,17.417839594620197,78.63098535997972,NARAPALLY twd Ghatkesar
ggjVmxrw,Vijayapuri Colony,Vijayapuri Colony,17.42219628373137,78.63892838358879,VIJAYAPURI COLONY twd Ghatkesar
za1WsZmZ,Jodimetla X Rd,Jodimetla X Rd,17.424921743128728,78.64481713794865,JODIMETLA X RD twd Ghatkesar
d24az6NF,Vibhav Colony,Vibhav Colony,17.42759603382004,78.64904164209982,VIBHAV COLONY twd Ghatkesar
ci3nTsVM,Annojiguda,Annojiguda,17.433927101227898,78.65601539611818,ANNOJIGUDA twd Ghatkesar
lDVpfz1F,Shivareddy Guda Ghatkesar,Shivareddy Guda Ghatkesar,17.44549852,78.67441535,SHIVAREDDY Guda twd Ghatkesar
MmzVX08V,Ghatkesar,Ghatkesar,17.452134,78.682311,GHATKESAR Bus Station
It9Ce6Ri,Shivareddy Guda Ghatkesar,Shivareddy Guda Ghatkesar,17.444965071905916,78.67399828607594,SHIVAREDDY GUDA twd Secunderabad Railway Station
fQirzR31,Annojiguda,Annojiguda,17.433296307472226,78.65504443645479,ANNOJIGUDA twd JBS
u8pakZaN,Vibhav Colony,Vibhav Colony,17.42734524327907,78.64900946617128,VIBHAV COLONY twd Uppal
jjBogy9j,Jodimetla X Rd,Jodimetla X Rd,17.424275590277624,78.64387437701225,JODIMETLA X Road twd JBS
4CYO3Er7,Vijayapuri Colony,Vijayapuri Colony,17.421814968330605,78.63849520683289,VIJAYAPURI COLONY twd Uppal
eQID30qs,Narapally,Narapally,17.417737507784885,78.63093439423585,NARAPALLY twd Secundrabad Railway Station
DK8CfDv5,Cpri,Cpri,17.413,78.615,CPRI twd Uppal
QDa5xjFA,Chengicherla X Rd,Chengicherla X Rd,17.41135407592809,78.60705837607384,CHENGICHERLA X ROAD twd Uppal
tRDmAh3h,Canara Nagar,Canara Nagar,17.40742801582361,78.59570923485168,CANARA NAGAR twd Uppal
AntsOoFm,Film City Gate,Film City Gate,17.241678554348994,78.7051246307413,FILM CITY GATE TWDS ANJPUR
srPcqq7h,Bongloor Village,Bongloor Village,17.230783658803688,78.57897698879242,BONGLOOR VILLAGE twd Ibrahimpatnam
PhiNQicX,Bhel Church,Bhel Church,17.499364256623178,78.30840111624818,BHEL Church twd LIG
mzQ3gmRa,Bhel Keerthimahal,Bhel Keerthimahal,17.49654522406992,78.29747915267946,BHEL Keerthi Mahal
0Le4m9Mm,Lig Colony-Bhel,Lig Colony-Bhel,17.50381268867164,78.29158365726472,LIG Colony
w1eiMiGz,Film City Gate,Film City Gate,17.24164653336438,78.70517693381734,FILM CITY GATE TDWS POLKAM PALLY
86IbbkEG,Sagar Society,Sagar Society,17.42502315828206,78.4335259372616,SAGAR SOCIETY twd Jubilee check post
1TBXgVCU,Jubilee Hills Checkpost,Jubilee Hills Checkpost,17.42612647307398,78.41517046093941,JUBLIE Hills Check Post twd Filmnagar
AeIYaQxo,Apollo Hospital-Jublie Hills,Apollo Hospital-Jublie Hills,17.417681,78.411312,APOLLO Hospital twd Shaikpet
dn54Anhq,Film Nagar,Film Nagar,17.41408302020268,78.40816313205652,FILM NAGAR twd Darga
MirIXd2Q,Film Nagar,Film Nagar,17.4151264577283,78.4090106640556,FILM NAGAR twd Secunderabad
uZ2nC6YW,Apollo Hospital-Jublie Hills,Apollo Hospital-Jublie Hills,17.418058,78.411197,APOLLO Hospital twd Secunderabad
Np9JrhsY,Sagar Society,Sagar Society,17.425067598523608,78.43328744173051,SAGAR SOCIETY twd Secunderabad
cUOHDBUL,Hanuman Temple-Karkhana,Hanuman Temple-Karkhana,17.465,78.504,HANUMAN TEMPLE twd Secundrabad
Y9lfJW1D,Hanuman Temple-Karkhana,Hanuman Temple-Karkhana,17.46504169106071,78.50371960932644,HANUMAN Temple twd Hakimpet
byb8lBI7,Ankireddy Pally X Road,Ankireddy Pally X Road,17.25546039375059,78.94352454050012,ANKIREDDY PALLY
J5RUqNNN,Panthangi,Panthangi,17.2358599242313,78.9520048722624,PANTHANGI twd Nalgonda
ECCe2DxY,Panthangi,Panthangi,17.2357116623511,78.9517068117857,PANTHANGI twd Hyderabad
YnMskFwk,Mile Stone,Mile Stone,17.240014425506516,79.02346603617725,VELIMINEDU X ROAD
kB70SGwW,Reddybai-Cpl,Reddybai-Cpl,17.229185139730742,78.9722746511655,REDDYBAI twd MGBS
NqNZ2UTI,Mehdipatnam-Hyd,Mehdipatnam-Hyd,17.393915324556698,78.442412312793,Mehdipatnam_RGIA
pJnRECtv,Tellapur,Tellapur,17.470366107686473,78.28812091659536,TELLAPUR twd Lingampally
JiLBcoEY,Indira Nagar,Indira Nagar,17.47193703331871,78.29297304153444,INDIRA NAGAR twd Nallagandla
hT7HA8Pg,Cherlapally,Cherlapally,17.457138305634782,78.60813427246092,Cherlapally Rly Stn( new )
6IIHrO5u,Race Course-Sec Bad,Race Course-Sec Bad,17.450764841588814,78.48819695413114,RACE COURSE twd JBS
TAnjoDZd,Tadbund,Tadbund,17.45646278230759,78.48426282588864,TADBUND twd Patancheruvu
uBTak2Bd,Bowenpally,Bowenpally,17.462974517042063,78.47253620624542,BOWENPALLY X ROAD twd Patancheruvu
asLGVNU1,Balnagar,Balnagar,17.467078,78.445087,BALANAGAR twd Patancheruvu
GmzsSTQd,Kphb Temple Bus Stop,Kphb Temple Bus Stop,17.487762,78.39551,KPHB Temple Bus Stop twd Remedy Hospital
zsmMdHLV,Kphb,Kphb,17.49455752423557,78.40080993079125,KPHB twd Koti
vaQXvzRy,Wipro Circle,Wipro Circle,17.42559514,78.34062483,WIPRO Circle twd Kokapet
CTvYYt2X,Kphb,Kphb,17.49220148979076,78.40192705392839,KPHB MAIN ROAD twd Temple
O2GU1Aph,Uppal Depot,Uppal Depot,17.404634142147934,78.58966288150283,UPPAL Bus Depot
2qafvuFB,Mile Stone,Mile Stone,17.23496010408325,78.58237467706203,OUTER RING ROAD twd Manneguda
qoA7OQpo,Rice  Mil Adibatla,Rice  Mil Adibatla,17.21606158684555,78.54572296132172,ADIBATLA X ROADS twd Wonderla
8PGAWu47,Gudur Toll,Gudur Toll,17.48585183960243,78.82121285238732,GUDUR TOLLPLAZA twd Gudur
Y7tCfccp,Ramakrishna Mutt,Ramakrishna Mutt,17.41168294735444,78.48202854394914,RK MATH twd Secunderabad
qwu2Wn4G,Ntr Stadium,Ntr Stadium,17.410721924519958,78.48526597023012,NTR STADIUM twd Secunderabad
nBZEXTVR,Ramakrishna Mutt,Ramakrishna Mutt,17.41130928794485,78.48271518945695,RK MATH twd Mehdipatnam
uZi0JXcA,Ranganayakula Colony,Ranganayakula Colony,17.26,78.4712,RANGANAYAKULA COLONY
ZVypS8OB,Vasavi Trends,Vasavi Trends,17.4147,78.3544,VASAVI TRENDS
PwCq8mkM,Financial District,Financial District,17.41552283,78.33384085,FINANCIAL DISTRICT twd Gachibowli
0TdEvmZa,Race Course-Sec Bad,Race Course-Sec Bad,17.451306798651068,78.48622039537531,RACE COURSE twd Patancheru
1XV5frBR,Thokatta,Thokatta,17.460722948697327,78.47558857441801,THOKATTA twd Patancheru
Ddw1jFBZ,Bowenpally,Bowenpally,17.462974517042063,78.47253620624542,BOWENPALLY X ROAD twd Patancheru
0Yny5hD2,Ferozguda-Balnagar,Ferozguda-Balnagar,17.462689234158674,78.4619776877171,FEROZGUDA twd Patancheru
uLKaraNf,Shobhna-Balnagar,Shobhna-Balnagar,17.463568,78.453043,SHOBHNA twd Patancheru
5gdNdB6m,Shobhna-Balnagar,Shobhna-Balnagar,17.4639,78.453135,SHOBHNA twd Secunderabad
ZZ6LJALH,Ferozguda-Balnagar,Ferozguda-Balnagar,17.4628238800595,78.462103754282,FEROZGUDA twd Bowenpally
2U8nYSQx,Bowenpally,Bowenpally,17.463696037676602,78.47318261861801,BOWENPALLY X Road twd Secunderabad
8jrkOZLh,Tivoli,Tivoli,17.449062938169273,78.49247574806215,TIVOLI twd JBS
TyLL3ui0,Paradise,Paradise,17.4450481614948,78.4870630502701,PARADISE Water Tank twd Patancheruvu
QPcxfFOM,Race Course-Sec Bad,Race Course-Sec Bad,17.451306798651068,78.48622039537531,RACE COURSE twd Patancheruvu
rnjxtzWf,Ferozguda-Balnagar,Ferozguda-Balnagar,17.462689234158674,78.4619776877171,FEROZGUDA twd Patancheruvu
9zte6IJh,Shobhna-Balnagar,Shobhna-Balnagar,17.463568,78.453043,SHOBHNA twd Patancheruvu
hETOq2A0,Govt Degree College Kukatpally,Govt Degree College Kukatpally,17.48175519,78.41551512,GOVERNMENT Degree College twd Patancheruvu
laO9nkCI,Vasanth Nagar Bus Stop,Vasanth Nagar Bus Stop,17.498712,78.386862,VASANTH NGR BUS STOP twd Patancheruvu
2E0C6oNy,Eme Centre,Eme Centre,17.49821,78.5275,EME CENTRE twd JBS
ObKtXRWE,Ammuguda,Ammuguda,17.496871068729572,78.53251140480263,AMMUGUDA twd Yapral
g5PAeqGI,Jj Nagar,Jj Nagar,17.49960470604868,78.53708222508432,JJ NAGAR twd Yapral
8d22NTRk,Yapral,Yapral,17.504783835269098,78.54012369749223,YAPRAL twd Dammaiguda
u6Lep6yc,Yapral Zphs,Yapral Zphs,17.50794,78.54091,ZPHS YAPRAL twd Hakimpet
EJ3i6iny,Hanuman Temple-Yapral,Hanuman Temple-Yapral,17.513041770617008,78.54042023420337,HANUMAN TEMPLE twd Balajinagar
Eue9YMN7,Meghadri Heights,Meghadri Heights,17.51292,78.54226,MEGHADRI HEIGHTS twd Timmaipalle
0QzEbCjj,Poultry Farm Balaji Nagar,Poultry Farm Balaji Nagar,17.513274527209862,78.55431139469148,ZPHS Balaji Nagar twd Balajinagar
7gRyvsix,Balajinagar-Jawahar Nagar,Balajinagar-Jawahar Nagar,17.51287,78.56261,BALAJINAGAR twd Malkaram
ZmkId76m,Chennapuram,Chennapuram,17.5149985418253,78.56919765487973,CHENNAPURAM twd Cheriyal
DCYGhcB6,Chennapuram,Chennapuram,17.514983194608728,78.56931030750278,CHENNAPURAM twd Secunderabad
R1DfoMdh,Balajinagar-Jawahar Nagar,Balajinagar-Jawahar Nagar,17.51279,78.5627,BALAJINAGAR (twd Secunderabad
RH1I8bw0,Poultry Farm Balaji Nagar,Poultry Farm Balaji Nagar,17.513151781949734,78.55430603027345,ZPHS Balaji Nagar twd Yapral
k2v3HJ2n,Meghadri Heights,Meghadri Heights,17.5129,78.54254,MEGHADRI HEIGHTS twd Secunderabad
njXnSU6a,Hanuman Temple-Yapral,Hanuman Temple-Yapral,17.512548098228343,78.54014933109285,HANUMAN TEMPLE twd Secunderabad
XZrN7OUS,Yapral Zphs,Yapral Zphs,17.50843,78.54114,ZPHS YAPRAL twd Secunderabad
4v8tGRLf,Yapral,Yapral,17.504777058415417,78.54027137160303,YAPRAL twd Secunderabad
j3aNuUCe,Jj Nagar,Jj Nagar,17.499572730123774,78.5370969772339,JJ NAGAR twd Secunderabad
PGBZNLGR,Ammuguda,Ammuguda,17.496790792692046,78.53208126831322,AMMUGUDA twd Secunderabad
dRb2DQNG,Cp Office Bus Stop,Cp Office Bus Stop,17.431627,78.371956,CP Office twd Mehdipatnam
kWKhCGhk,Bachupally,Bachupally,17.541025440144086,78.36378604381775,BACHUPALLY X Road twd Nizampet
mh2zIufn,Rajeev Gandhi Nagar 2-,Rajeev Gandhi Nagar 2-,17.535365625118388,78.36518883642705,RAJEEV Gandhi Nagar 2 twd Nizampet
Q3qt3W86,Nizampet Village,Nizampet Village,17.516108700384727,78.38216721850281,NIZAMPET Village twd Nizampet X Road
i5ktIZBV,Nizampet X Road,Nizampet X Road,17.49948594103633,78.38946818939398,NIZAMPET X Road twd Mallampet
uSkIcL7A,Nizampet Village,Nizampet Village,17.516044723329212,78.38209748174475,NIZAMPET VILLAGE twd Mallampet
02vWmciA,Rajeev Gandhi Nagar 2-,Rajeev Gandhi Nagar 2-,17.535946154100714,78.36486160890435,RAJEEV GANDHI NAGAR  twd Mallampet
6v77GPHk,Dargha Bachupally,Dargha Bachupally,17.543685239874794,78.37956013100136,DARGA twd Gandimaisamma
PplePdFl,Sai Nagar,Sai Nagar,17.535643298508848,78.38731958031008,SAI NAGAR twd Bachupally
CokrzRdB,Dargha Bachupally,Dargha Bachupally,17.5434140309003,78.37883039869172,DARGA twd Miyapur
fhAzpxOO,Thokatta,Thokatta,17.460756,78.475831,THOKATTA twd Secunderabad
Ohu0yQiN,Pragathi Nagar Bachupally,Pragathi Nagar Bachupally,17.54071326510671,78.39367111307526,PRAGATHI Nagar twd B K Enclave
hAJzJhZI,Ida X Road,Ida X Road,17.534366752685226,78.35747653131756,IDA X Road twd Miyapur
nVidQmpl,Makta,Makta,17.51906910367936,78.3561390336026,MAKTA twd Miyapur
KymOxw2i,Mile Stone,Mile Stone,17.50193381739309,78.53924609689594,YARPAL Water Tank twd Secunderabad
aiCPYfWi,Cavalry Barracs,Cavalry Barracs,17.49557,78.52121,CAVALRY BARRACS twd Secunderabad
QrZLCbpA,Nagmandir,Nagmandir,17.48586,78.51677,NAGMANDIR twd Secunderabad
Au1uPnaq,Lalbazar,Lalbazar,17.479153688844512,78.5113202701527,LAL BAZAAR twd ECIL
wgrVmwue,Lalbazar,Lalbazar,17.479008444024203,78.51433038773783,CHURCH twd Nagmandir
UFCcRkNW,Nagmandir,Nagmandir,17.48823,78.51683,NAGMANDIR twd Yapral
f8FvMW46,Cavalry Barracs,Cavalry Barracs,17.496,78.52108,CAVALRY BARRACS twd Yapral
GEY8yVDK,Eme Centre,Eme Centre,17.49842,78.52683,EME CENTRE twd Yapral
mRoSyf9N,Mile Stone,Mile Stone,17.501936374101323,78.5392266532143,YARPAL Water Tank twd Yapral
NDd63hSs,Ex Serviceman Colony,Ex Serviceman Colony,17.5125759152962,78.557967916131,EX Serviceman Colony twd Malkaram
qTwxnzeX,Bachupally,Bachupally,17.541076614742682,78.3636760742887,BACHUPALLY X Road twd Mallampet
x3Ssy7LH,Cococola,Cococola,17.52215624,78.3563523,COCA Cola twd Gandi Maisamma
74LT4Jqo,Miyapur-2 Bus Depot,Miyapur-2 Bus Depot,17.512522395125412,78.36011640736443,MIYAPUR-2 Bus Depot
A2xNALMq,Mallampet-Ameennpur,Mallampet-Ameennpur,17.556157546829734,78.36278831378831,MALLAMPET Bus Terminal
sYVH4AwC,Hmt,Hmt,17.50615773,78.36249925,JPNAGAR twd Miyapur
kkdF8DYF,Miyapur Depot,Miyapur Depot,17.512415822008663,78.36013238865556,MIYAPUR-1 Bus Depot
VNZc0Nrb,Telephone Exchange,Telephone Exchange,17.483,78.393,KPHB Telephone Exchange
HAX4gJAO,Kphb 4Th Phase,Kphb 4Th Phase,17.471173316260607,78.38808685582777,KPHB IV Phase Bus Stop
dZeuj3yh,Bongloor Village,Bongloor Village,17.234114076494343,78.58343481893054,OUTER RING ROAD twd Wonderla
06D8moxo,Rice  Mil Adibatla,Rice  Mil Adibatla,17.216960180064646,78.54515840238247,ADIBATLA X ROADS twd Bongloor
AMmUh4XO,Miyapur X Road,Miyapur X Road,17.498,78.362,MIYAPUR X ROAD twd Gandimaisamma
oRLFFkQq,Rangapuram,Rangapuram,17.50597804,78.36223774,JPNAGAR twd Bachupally
8PfCDVpX,Mayuri Nagar Bus Stop,Mayuri Nagar Bus Stop,17.50998762064001,78.36176360932694,BBW twd Gandimaisamma
A0a2pjbw,Makta,Makta,17.51966853074217,78.35599246045311,MAKTA twd Gandi Maisamma
CIPZFvjT,Volvo Bachupally,Volvo Bachupally,17.52961850110917,78.35527520753863,VOLVO twd Gandi Maisamma
Uubh4hlz,Ida X Road,Ida X Road,17.53450703710266,78.35752153474436,IDA X ROAD twd Gandi Maisamma
dmrOyj1M,Sri Chaitanya Junior College-Bachupally,Sri Chaitanya Junior College-Bachupally,17.54128117656407,78.36851209204815,SRI Chaitanya Junior College twd Gandimaisamma
3ywjzxIu,Indira Nagar Twd Gandimaisamma,Indira Nagar Twd Gandimaisamma,17.543431259670758,78.37262415768679,INDIRA Nagar twd Gandimaisamma
ZzJfdufw,Vnr College,Vnr College,17.542135385158286,78.3859705924988,VNR College twd Gandimaisamma
TG3jH4RN,Pragathi Nagar Bachupally,Pragathi Nagar Bachupally,17.54158806328366,78.38882447951399,PRAGATHI Nagar twd Gandimaisamma
8bdaVDuQ,Kaisar Nagar,Kaisar Nagar,17.541731383445754,78.39748257042213,KAISARNAGAR twd Gandimaisamma
T6DhGBW7,Drk College,Drk College,17.54958779772231,78.40368385796876,DRK COLLEGE twd Gandimaisamma
LqsJNkjg,Suraram Village X Road,Suraram Village X Road,17.55713790025907,78.41088327054801,SURARAM Village X Road  twd Gandimaisamma
5ib1zBCt,Bowrampet X Road,Bowrampet X Road,17.562547985492575,78.41315478086472,BOWRAMPET X Road twd Gandimaisamma
nUa7Ex6t,Jeedimetla Bus Depot,Jeedimetla Bus Depot,17.527823204249163,78.44049455252028,JEEDIMETLA Bus Depot
FE2TI0kL,Prashasan Nagar,Prashasan Nagar,17.418269208807942,78.40068183839323,PRASHASAN NAGAR twd Darga
VNU1qNQg,Prashasan Nagar,Prashasan Nagar,17.41843683738744,78.40085953474046,PRASHASAN NAGAR twd Filmnagar
YVoqlQJM,Lanco Appartments,Lanco Appartments,17.408836963366007,78.3727043864319,LANCO Appartments twd Khajaguda
AtUkWFRB,Chithrapuri Colony,Chithrapuri Colony,17.4150899827503,78.38261315075951,CHITHRAPURI Colony
C9RRzWIA,Niharika Exotica-Manikonda,Niharika Exotica-Manikonda,17.4144280837592,78.3678208348674,NIHARIKA Exotika twd Manikonda Jagir
